airline,airline ID,source airport,_from,destination airport,_to,codeshare,stops,equipment
AB,214,JER,airports/499,HAJ,airports/352,,0,DH4
AB,214,JER,airports/499,STR,airports/350,,0,DH4
AB,214,JFK,airports/3797,DUS,airports/345,,0,332
AB,214,JFK,airports/3797,TXL,airports/351,,0,332
AB,214,JMK,airports/1468,VIE,airports/1613,,0,320 321
AB,214,JTR,airports/1479,VIE,airports/1613,,0,321 320 E90
AB,214,KGD,airports/2952,TXL,airports/351,,0,DH4
AB,214,KGS,airports/1458,CGN,airports/344,,0,738 73G
AB,214,KGS,airports/1458,DUS,airports/345,,0,738 321
AB,214,KGS,airports/1458,HAM,airports/342,,0,738
AB,214,KGS,airports/1458,LEJ,airports/348,,0,738
AB,214,KGS,airports/1458,MUC,airports/346,,0,738
AB,214,KGS,airports/1458,TXL,airports/351,,0,320 738
AB,214,KLX,airports/1456,VIE,airports/1613,,0,320 E90
AB,214,KRK,airports/669,TXL,airports/351,,0,DH4 319 73G
AB,214,KVA,airports/1462,DUS,airports/345,,0,738
AB,214,KVA,airports/1462,MUC,airports/346,,0,738
AB,214,LAX,airports/3484,DUS,airports/345,,0,332
AB,214,LCA,airports/1197,VIE,airports/1613,,0,320
AB,214,LCY,airports/503,FRA,airports/340,Y,0,E70 E90 AR8
AB,214,LCY,airports/503,ZRH,airports/1678,Y,0,E90 E70
AB,214,LED,airports/2948,TXL,airports/351,,0,73G 738
AB,214,LEI,airports/1213,PMI,airports/3998,,0,738
AB,214,LEJ,airports/348,ACE,airports/1055,,0,738
AB,214,LEJ,airports/348,AYT,airports/1688,,0,738
AB,214,LEJ,airports/348,FNC,airports/4091,,0,738
AB,214,LEJ,airports/348,FUE,airports/1051,,0,738
AB,214,LEJ,airports/348,HER,airports/1452,,0,738
AB,214,LEJ,airports/348,HRG,airports/1130,,0,738
AB,214,LEJ,airports/348,KGS,airports/1458,,0,738
AB,214,LEJ,airports/348,PMI,airports/3998,,0,738 320
AB,214,LEJ,airports/348,TFS,airports/1056,,0,738
AB,214,LGW,airports/502,SZG,airports/1612,Y,0,734
AB,214,LHR,airports/507,BSL,airports/1423,Y,0,319 320 321
AB,214,LHR,airports/507,FRA,airports/340,Y,0,767 319 320
AB,214,LHR,airports/507,HAJ,airports/352,Y,0,319
AB,214,LHR,airports/507,HAM,airports/342,Y,0,319 321 320
AB,214,LHR,airports/507,MUC,airports/346,Y,0,320 321 319
AB,214,LHR,airports/507,ORY,airports/1386,Y,0,320 319
AB,214,LHR,airports/507,STR,airports/350,Y,0,319 321 320
AB,214,LHR,airports/507,TXL,airports/351,Y,0,320 321 319
AB,214,LHR,airports/507,VIE,airports/1613,Y,0,320
AB,214,LHR,airports/507,ZRH,airports/1678,Y,0,319 320 321
AB,214,LNZ,airports/1611,HER,airports/1452,,0,321
AB,214,LNZ,airports/1611,PMI,airports/3998,Y,0,320
AB,214,LPA,airports/1054,BSL,airports/1423,,0,320
AB,214,LPA,airports/1054,CGN,airports/344,,0,738
AB,214,LPA,airports/1054,DUS,airports/345,,0,332
AB,214,LPA,airports/1054,HAM,airports/342,,0,320
AB,214,LPA,airports/1054,MUC,airports/346,,0,738
AB,214,LPA,airports/1054,NUE,airports/347,,0,738
AB,214,LPA,airports/1054,SZG,airports/1612,,0,320
AB,214,LPA,airports/1054,TXL,airports/351,,0,321 320
AB,214,LPA,airports/1054,VIE,airports/1613,,0,320
AB,214,LPA,airports/1054,ZRH,airports/1678,,0,320
AB,214,MAD,airports/1229,DUS,airports/345,,0,32A 738 321
AB,214,MAD,airports/1229,FRA,airports/340,Y,0,32A
AB,214,MAD,airports/1229,GVA,airports/1665,Y,0,319 320
AB,214,MAD,airports/1229,MUC,airports/346,Y,0,319 320 321
AB,214,MAD,airports/1229,TXL,airports/351,,0,738 320
AB,214,MAD,airports/1229,VIE,airports/1613,,0,320 321
AB,214,MAD,airports/1229,ZRH,airports/1678,Y,0,319
AB,214,MAH,airports/1231,CGN,airports/344,,0,738
AB,214,MAH,airports/1231,DUS,airports/345,,0,738
AB,214,MAH,airports/1231,MUC,airports/346,,0,738
AB,214,MAH,airports/1231,PMI,airports/3998,,0,320 319
AB,214,MAH,airports/1231,TXL,airports/351,,0,738
AB,214,MIA,airports/3576,DUS,airports/345,,0,332
AB,214,MIA,airports/3576,TXL,airports/351,,0,332
AB,214,MJT,airports/1469,DUS,airports/345,,0,738
AB,214,MJT,airports/1469,MUC,airports/346,,0,320
AB,214,MLA,airports/1606,VIE,airports/1613,,0,E90
AB,214,MUC,airports/346,ACE,airports/1055,,0,738
AB,214,MUC,airports/346,AGP,airports/1230,,0,738 320
AB,214,MUC,airports/346,ALC,airports/1212,,0,320 738
AB,214,MUC,airports/346,AMM,airports/2170,Y,0,319
AB,214,MUC,airports/346,AOK,airports/1459,,0,320
AB,214,MUC,airports/346,AUH,airports/2179,Y,0,346 345 333
AB,214,MUC,airports/346,AYT,airports/1688,,0,321
AB,214,MUC,airports/346,BDS,airports/1506,,0,73G 738
AB,214,MUC,airports/346,CAG,airports/1519,,0,320 738
AB,214,MUC,airports/346,CFU,airports/1460,,0,321 320
AB,214,MUC,airports/346,CGN,airports/344,,0,73G
AB,214,MUC,airports/346,CTA,airports/1509,,0,320 321 738
AB,214,MUC,airports/346,DME,airports/4029,,0,738
AB,214,MUC,airports/346,DUS,airports/345,,0,738 320 319 321 DH4
AB,214,MUC,airports/346,FAO,airports/1626,,0,738
AB,214,MUC,airports/346,FNC,airports/4091,,0,738
AB,214,MUC,airports/346,FUE,airports/1051,,0,738
AB,214,MUC,airports/346,GWT,airports/410,,0,DH4 73G
AB,214,MUC,airports/346,HAM,airports/342,,0,320 738 73G
AB,214,MUC,airports/346,HEL,airports/421,Y,0,319 320 E90
AB,214,MUC,airports/346,HER,airports/1452,,0,738 320
AB,214,MUC,airports/346,IBZ,airports/1225,,0,738 320
AB,214,MUC,airports/346,KGS,airports/1458,,0,738
AB,214,MUC,airports/346,KVA,airports/1462,,0,738
AB,214,MUC,airports/346,LHR,airports/507,Y,0,321 320 319
AB,214,MUC,airports/346,LPA,airports/1054,,0,738
AB,214,MUC,airports/346,MAD,airports/1229,Y,0,319 320 321
AB,214,MUC,airports/346,MAH,airports/1231,,0,738
AB,214,MUC,airports/346,MJT,airports/1469,,0,320
AB,214,MUC,airports/346,NAP,airports/1561,,0,320 738
AB,214,MUC,airports/346,NBE,airports/7447,,0,320
AB,214,MUC,airports/346,OLB,airports/1520,,0,73G 738 320
AB,214,MUC,airports/346,PMI,airports/3998,,0,738 321 320
AB,214,MUC,airports/346,PUJ,airports/1760,,0,332
AB,214,MUC,airports/346,PVK,airports/1470,,0,320
AB,214,MUC,airports/346,RHO,airports/1472,,0,738
AB,214,MUC,airports/346,RIX,airports/3953,Y,0,73C DH4 735
AB,214,MUC,airports/346,SAW,airports/4317,,0,738 320
AB,214,MUC,airports/346,SKG,airports/1486,,0,738
AB,214,MUC,airports/346,SMI,airports/1476,,0,320
AB,214,MUC,airports/346,TFS,airports/1056,,0,738
AB,214,MUC,airports/346,TLV,airports/1590,,0,320
AB,214,MUC,airports/346,TXL,airports/351,,0,738 321 320 319 73G
AB,214,MUC,airports/346,VIE,airports/1613,Y,0,E90
AB,214,MUC,airports/346,ZTH,airports/1488,,0,738
AB,214,MXP,airports/1524,DUS,airports/345,,0,73G 738 320
AB,214,MXP,airports/1524,TXL,airports/351,,0,738 73G 320
AB,214,MXP,airports/1524,VIE,airports/1613,Y,0,E90
AB,214,NAP,airports/1561,DUS,airports/345,,0,738 320
AB,214,NAP,airports/1561,MUC,airports/346,,0,320 738
AB,214,NAP,airports/1561,STR,airports/350,,0,320 738
AB,214,NAP,airports/1561,TXL,airports/351,,0,320 73G
AB,214,NAP,airports/1561,ZRH,airports/1678,,0,320
AB,214,NBE,airports/7447,CGN,airports/344,,0,738
AB,214,NBE,airports/7447,DRS,airports/338,,0,738
AB,214,NBE,airports/7447,DUS,airports/345,,0,738
AB,214,NBE,airports/7447,MUC,airports/346,,0,320
AB,214,NBE,airports/7447,NUE,airports/347,,0,738
AB,214,NBE,airports/7447,TXL,airports/351,,0,738
AB,214,NCE,airports/1354,DUS,airports/345,,0,319 320 738
AB,214,NCE,airports/1354,VIE,airports/1613,Y,0,E90
AB,214,NUE,airports/347,AYT,airports/1688,,0,738
AB,214,NUE,airports/347,DJE,airports/293,,0,738
AB,214,NUE,airports/347,DUS,airports/345,,0,DH4
AB,214,NUE,airports/347,FUE,airports/1051,,0,738
AB,214,NUE,airports/347,HAM,airports/342,,0,DH4
AB,214,NUE,airports/347,HER,airports/1452,,0,738
AB,214,NUE,airports/347,HRG,airports/1130,,0,738
AB,214,NUE,airports/347,IBZ,airports/1225,,0,738
AB,214,NUE,airports/347,KGS,airports/1458,,0,738
AB,214,NUE,airports/347,LPA,airports/1054,,0,738
AB,214,NUE,airports/347,NBE,airports/7447,,0,738
AB,214,NUE,airports/347,OLB,airports/1520,,0,738
AB,214,NUE,airports/347,PMI,airports/3998,,0,738
AB,214,NUE,airports/347,RHO,airports/1472,,0,738
AB,214,NUE,airports/347,SAW,airports/4317,,0,738
AB,214,NUE,airports/347,SKG,airports/1486,,0,738
AB,214,NUE,airports/347,SMI,airports/1476,,0,738
AB,214,NUE,airports/347,SPU,airports/1206,,0,DH4
AB,214,NUE,airports/347,TFS,airports/1056,,0,738
AB,214,NUE,airports/347,TXL,airports/351,,0,DH4 319
AB,214,NUE,airports/347,VIE,airports/1613,,0,DH4
AB,214,OLB,airports/1520,CGN,airports/344,,0,738
AB,214,OLB,airports/1520,DUS,airports/345,,0,738 319
AB,214,OLB,airports/1520,HAM,airports/342,,0,320
AB,214,OLB,airports/1520,MUC,airports/346,,0,73G 738 320
AB,214,OLB,airports/1520,NUE,airports/347,,0,738
AB,214,OLB,airports/1520,STR,airports/350,,0,320 738 73G
AB,214,OLB,airports/1520,TXL,airports/351,,0,320 73G
AB,214,OLB,airports/1520,VIE,airports/1613,,0,320
AB,214,OLB,airports/1520,ZRH,airports/1678,,0,320 738
AB,214,ORD,airports/3830,DUS,airports/345,Y,0,763
AB,214,ORD,airports/3830,TXL,airports/351,,0,332
AB,214,ORY,airports/1386,LHR,airports/507,Y,0,319 320
AB,214,ORY,airports/1386,TXL,airports/351,,0,738 320 319
AB,214,OSL,airports/644,TXL,airports/351,,0,319
AB,214,OTP,airports/1657,TXL,airports/351,,0,320 73G
AB,214,PAD,airports/371,AYT,airports/1688,,0,738
AB,214,PAD,airports/371,IBZ,airports/1225,,0,738
AB,214,PAD,airports/371,PMI,airports/3998,,0,738 320
AB,214,PDL,airports/1633,DUS,airports/345,,0,738
AB,214,PEK,airports/3364,NGO,airports/3942,Y,0,332
AB,214,PEK,airports/3364,TXL,airports/351,Y,0,330
AB,214,PMI,airports/3998,AGP,airports/1230,,0,320 321
AB,214,PMI,airports/3998,ALC,airports/1212,,0,321 320
AB,214,PMI,airports/3998,BIO,airports/1216,,0,320 738
AB,214,PMI,airports/3998,BRE,airports/353,,0,320 738 319
AB,214,PMI,airports/3998,BSL,airports/1423,,0,320 738
AB,214,PMI,airports/3998,CGN,airports/344,,0,738 332 320
AB,214,PMI,airports/3998,CPH,airports/609,,0,738
AB,214,PMI,airports/3998,DRS,airports/338,,0,738 321
AB,214,PMI,airports/3998,DTM,airports/373,,0,738
AB,214,PMI,airports/3998,DUS,airports/345,,0,332 321 738 320
AB,214,PMI,airports/3998,FAO,airports/1626,,0,738 320
AB,214,PMI,airports/3998,FDH,airports/382,,0,320
AB,214,PMI,airports/3998,FKB,airports/4166,,0,320 321 73G
AB,214,PMI,airports/3998,FMO,airports/341,,0,738 320
AB,214,PMI,airports/3998,FRA,airports/340,,0,321 320 332
AB,214,PMI,airports/3998,GRZ,airports/1609,Y,0,320
AB,214,PMI,airports/3998,HAJ,airports/352,,0,321 738
AB,214,PMI,airports/3998,HAM,airports/342,,0,738 320 332 319
AB,214,PMI,airports/3998,IBZ,airports/1225,,0,320 738
AB,214,PMI,airports/3998,INN,airports/1610,Y,0,320
AB,214,PMI,airports/3998,LEI,airports/1213,,0,738
AB,214,PMI,airports/3998,LEJ,airports/348,,0,738 320
AB,214,PMI,airports/3998,LNZ,airports/1611,Y,0,320
AB,214,PMI,airports/3998,MAH,airports/1231,,0,320 319
AB,214,PMI,airports/3998,MUC,airports/346,,0,320 321 738
AB,214,PMI,airports/3998,NUE,airports/347,,0,738
AB,214,PMI,airports/3998,PAD,airports/371,,0,320 738
AB,214,PMI,airports/3998,SCN,airports/349,,0,73G 738 320
AB,214,PMI,airports/3998,STR,airports/350,,0,332 738 321 320
AB,214,PMI,airports/3998,SVQ,airports/1253,,0,738
AB,214,PMI,airports/3998,SZG,airports/1612,Y,0,320
AB,214,PMI,airports/3998,TXL,airports/351,,0,321 738 320
AB,214,PMI,airports/3998,VIE,airports/1613,,0,321 320
AB,214,PMI,airports/3998,VLC,airports/1246,,0,738 320 73G
AB,214,PMI,airports/3998,XRY,airports/1226,,0,320
AB,214,PMI,airports/3998,ZRH,airports/1678,,0,738 320 332 321
AB,214,POP,airports/1761,DUS,airports/345,,0,332
AB,214,PUJ,airports/1760,DUS,airports/345,,0,332
AB,214,PUJ,airports/1760,MUC,airports/346,,0,332
AB,214,PVK,airports/1470,DUS,airports/345,,0,321
AB,214,PVK,airports/1470,MUC,airports/346,,0,320
AB,214,PVK,airports/1470,VIE,airports/1613,,0,E90
AB,214,RHO,airports/1472,DRS,airports/338,,0,738
AB,214,RHO,airports/1472,DUS,airports/345,,0,738
AB,214,RHO,airports/1472,MUC,airports/346,,0,738
AB,214,RHO,airports/1472,NUE,airports/347,,0,738
AB,214,RHO,airports/1472,TXL,airports/351,,0,320
AB,214,RHO,airports/1472,VIE,airports/1613,,0,320 E90
AB,214,RIX,airports/3953,DUS,airports/345,Y,0,DH4
AB,214,RIX,airports/3953,FRA,airports/340,Y,0,735 DH4 73C
AB,214,RIX,airports/3953,HAM,airports/342,Y,0,DH4 735
AB,214,RIX,airports/3953,MUC,airports/346,Y,0,73C DH4 735
AB,214,RIX,airports/3953,TXL,airports/351,Y,0,DH4 735
AB,214,RMF,airports/4197,DUS,airports/345,,0,321
AB,214,RSW,airports/3793,DUS,airports/345,,0,332
AB,214,SAW,airports/4317,CGN,airports/344,,0,738
AB,214,SAW,airports/4317,DUS,airports/345,,0,738
AB,214,SAW,airports/4317,MUC,airports/346,,0,738 320
AB,214,SAW,airports/4317,NUE,airports/347,,0,738
AB,214,SAW,airports/4317,STR,airports/350,,0,320 738
AB,214,SAW,airports/4317,SXF,airports/337,,0,738
AB,214,SCN,airports/349,PMI,airports/3998,,0,73G 738 320
AB,214,SCN,airports/349,TXL,airports/351,,0,73G 320
AB,214,SIN,airports/3316,AUH,airports/2179,Y,0,332
AB,214,SIN,airports/3316,BNE,airports/3320,Y,0,332
AB,214,SKG,airports/1486,DUS,airports/345,,0,321
AB,214,SKG,airports/1486,HAM,airports/342,,0,320
AB,214,SKG,airports/1486,MUC,airports/346,,0,738
AB,214,SKG,airports/1486,NUE,airports/347,,0,738
AB,214,SKG,airports/1486,STR,airports/350,,0,738
AB,214,SKG,airports/1486,TXL,airports/351,,0,319
AB,214,SKG,airports/1486,VIE,airports/1613,,0,E90
AB,214,SMI,airports/1476,DUS,airports/345,,0,320
AB,214,SMI,airports/1476,MUC,airports/346,,0,320
AB,214,SMI,airports/1476,NUE,airports/347,,0,738
AB,214,SMI,airports/1476,TXL,airports/351,,0,320
AB,214,SOF,airports/1194,TXL,airports/351,,0,73G
AB,214,SPC,airports/1053,DUS,airports/345,,0,321
AB,214,SPU,airports/1206,NUE,airports/347,,0,DH4
AB,214,STN,airports/548,DUS,airports/345,,0,DH4
AB,214,STR,airports/350,AGP,airports/1230,,0,320 738
AB,214,STR,airports/350,ALC,airports/1212,,0,320 738
AB,214,STR,airports/350,AYT,airports/1688,,0,738 320
AB,214,STR,airports/350,BEG,airports/1739,,0,733 319
AB,214,STR,airports/350,CTA,airports/1509,,0,738 320
AB,214,STR,airports/350,DUS,airports/345,,0,DH4
AB,214,STR,airports/350,FLR,airports/1563,,0,DH4
AB,214,STR,airports/350,GWT,airports/410,,0,DH4 73G
AB,214,STR,airports/350,HAJ,airports/352,,0,DH4
AB,214,STR,airports/350,HAM,airports/342,,0,320 738
AB,214,STR,airports/350,IBZ,airports/1225,,0,738 320
AB,214,STR,airports/350,JER,airports/499,,0,DH4
AB,214,STR,airports/350,LHR,airports/507,Y,0,319 321 320
AB,214,STR,airports/350,NAP,airports/1561,,0,320 738
AB,214,STR,airports/350,OLB,airports/1520,,0,320 738 73G
AB,214,STR,airports/350,PMI,airports/3998,,0,321 332 738 320
AB,214,STR,airports/350,SAW,airports/4317,,0,320
AB,214,STR,airports/350,SKG,airports/1486,,0,738
AB,214,STR,airports/350,TXL,airports/351,,0,738 320 73G 321 DH4 319
AB,214,STR,airports/350,VCE,airports/1551,,0,320 73G
AB,214,SUF,airports/1508,ZRH,airports/1678,,0,320
AB,214,SVQ,airports/1253,PMI,airports/3998,,0,738
AB,214,SXF,airports/337,SAW,airports/4317,,0,738
AB,214,SZG,airports/1612,ACE,airports/1055,,0,320
AB,214,SZG,airports/1612,CLY,airports/1322,,0,320
AB,214,SZG,airports/1612,DUS,airports/345,,0,DH4
AB,214,SZG,airports/1612,HAM,airports/342,,0,320 319
AB,214,SZG,airports/1612,HER,airports/1452,,0,321
AB,214,SZG,airports/1612,LGW,airports/502,Y,0,734
AB,214,SZG,airports/1612,LPA,airports/1054,,0,320
AB,214,SZG,airports/1612,PMI,airports/3998,Y,0,320
AB,214,SZG,airports/1612,TFS,airports/1056,,0,320
AB,214,SZG,airports/1612,TXL,airports/351,,0,319
AB,214,SZG,airports/1612,VIE,airports/1613,,0,320
AB,214,TFS,airports/1056,BSL,airports/1423,,0,320
AB,214,TFS,airports/1056,CGN,airports/344,,0,738
AB,214,TFS,airports/1056,DRS,airports/338,,0,738
AB,214,TFS,airports/1056,DUS,airports/345,,0,332 738 321
AB,214,TFS,airports/1056,GRZ,airports/1609,,0,320
AB,214,TFS,airports/1056,HAM,airports/342,,0,320
AB,214,TFS,airports/1056,LEJ,airports/348,,0,738
AB,214,TFS,airports/1056,MUC,airports/346,,0,738
AB,214,TFS,airports/1056,NUE,airports/347,,0,738
AB,214,TFS,airports/1056,SZG,airports/1612,,0,320
AB,214,TFS,airports/1056,TXL,airports/351,,0,321
AB,214,TFS,airports/1056,VIE,airports/1613,,0,320
AB,214,TFS,airports/1056,ZRH,airports/1678,,0,320
AB,214,TLV,airports/1590,DUS,airports/345,,0,321 738
AB,214,TLV,airports/1590,MUC,airports/346,,0,320
AB,214,TLV,airports/1590,TXL,airports/351,,0,320 321 738
AB,214,TXL,airports/351,ACE,airports/1055,,0,321
AB,214,TXL,airports/351,AGP,airports/1230,,0,321
AB,214,TXL,airports/351,ALC,airports/1212,,0,320 73G
AB,214,TXL,airports/351,AMM,airports/2170,Y,0,320 319
AB,214,TXL,airports/351,ARN,airports/737,,0,738 320 321 319
AB,214,TXL,airports/351,AUH,airports/2179,,0,332
AB,214,TXL,airports/351,AYT,airports/1688,,0,320 321 738
AB,214,TXL,airports/351,BCN,airports/1218,,0,738 320 321
AB,214,TXL,airports/351,BEG,airports/1739,,0,319
AB,214,TXL,airports/351,BRI,airports/1501,,0,738 320
AB,214,TXL,airports/351,BUD,airports/1489,,0,73G 319
AB,214,TXL,airports/351,CFU,airports/1460,,0,320 321
AB,214,TXL,airports/351,CGN,airports/344,,0,321 738 73G 320 319
AB,214,TXL,airports/351,CPH,airports/609,,0,319 73G 738
AB,214,TXL,airports/351,CTA,airports/1509,,0,321 320 738
AB,214,TXL,airports/351,DME,airports/4029,,0,738
AB,214,TXL,airports/351,DUS,airports/345,,0,738 319 73G 320 321 DH4
AB,214,TXL,airports/351,FAO,airports/1626,,0,321 320
AB,214,TXL,airports/351,FCO,airports/1555,,0,320 738 73G
AB,214,TXL,airports/351,FKB,airports/4166,,0,73G 319 DH4
AB,214,TXL,airports/351,FNC,airports/4091,,0,332 321
AB,214,TXL,airports/351,FRA,airports/340,,0,738 73G 319 320 DH4
AB,214,TXL,airports/351,FUE,airports/1051,,0,321 738
AB,214,TXL,airports/351,GDN,airports/668,,0,DH4
AB,214,TXL,airports/351,GOT,airports/687,,0,73G
AB,214,TXL,airports/351,GRZ,airports/1609,,0,319
AB,214,TXL,airports/351,GWT,airports/410,,0,DH4
AB,214,TXL,airports/351,HEL,airports/421,,0,738 73G
AB,214,TXL,airports/351,HER,airports/1452,,0,738 321
AB,214,TXL,airports/351,HRG,airports/1130,,0,321
AB,214,TXL,airports/351,IBZ,airports/1225,,0,738 321
AB,214,TXL,airports/351,JFK,airports/3797,,0,332
AB,214,TXL,airports/351,KGD,airports/2952,,0,DH4
AB,214,TXL,airports/351,KGS,airports/1458,,0,320 738
AB,214,TXL,airports/351,KRK,airports/669,,0,319 DH4 73G
AB,214,TXL,airports/351,LED,airports/2948,,0,738 73G
AB,214,TXL,airports/351,LHR,airports/507,Y,0,320 321 319
AB,214,TXL,airports/351,LPA,airports/1054,,0,321 320
AB,214,TXL,airports/351,MAD,airports/1229,,0,738 320
AB,214,TXL,airports/351,MAH,airports/1231,,0,738
AB,214,TXL,airports/351,MIA,airports/3576,,0,332
AB,214,TXL,airports/351,MUC,airports/346,,0,321 738 320 319 73G
AB,214,TXL,airports/351,MXP,airports/1524,,0,738 73G 320
AB,214,TXL,airports/351,NAP,airports/1561,,0,320 73G
AB,214,TXL,airports/351,NBE,airports/7447,,0,738
AB,214,TXL,airports/351,NUE,airports/347,,0,319 DH4
AB,214,TXL,airports/351,OLB,airports/1520,,0,320 73G
AB,214,TXL,airports/351,ORD,airports/3830,,0,332
AB,214,TXL,airports/351,ORY,airports/1386,,0,738 320 319
AB,214,TXL,airports/351,OSL,airports/644,,0,319
AB,214,TXL,airports/351,OTP,airports/1657,,0,320 73G
AB,214,TXL,airports/351,PEK,airports/3364,Y,0,330
AB,214,TXL,airports/351,PMI,airports/3998,,0,320 321 738
AB,214,TXL,airports/351,RHO,airports/1472,,0,320
AB,214,TXL,airports/351,RIX,airports/3953,Y,0,DH4 735
AB,214,TXL,airports/351,SCN,airports/349,,0,73G 320
AB,214,TXL,airports/351,SKG,airports/1486,,0,319
AB,214,TXL,airports/351,SMI,airports/1476,,0,320
AB,214,TXL,airports/351,SOF,airports/1194,,0,73G
AB,214,TXL,airports/351,STR,airports/350,,0,320 738 73G 321 DH4 319
AB,214,TXL,airports/351,SZG,airports/1612,,0,319
AB,214,TXL,airports/351,TFS,airports/1056,,0,321
AB,214,TXL,airports/351,TLV,airports/1590,,0,321 738 320
AB,214,TXL,airports/351,VCE,airports/1551,,0,320 738 73G
AB,214,TXL,airports/351,VIE,airports/1613,,0,321 320 E90
AB,214,TXL,airports/351,WAW,airports/679,,0,DH4 319
AB,214,TXL,airports/351,ZRH,airports/1678,,0,738 319 321 320 73G
AB,214,VCE,airports/1551,DUS,airports/345,,0,738 320 321
AB,214,VCE,airports/1551,STR,airports/350,,0,320 73G
AB,214,VCE,airports/1551,TXL,airports/351,,0,320 738 73G
AB,214,VIE,airports/1613,ACE,airports/1055,,0,321
AB,214,VIE,airports/1613,AGP,airports/1230,Y,0,321 320
AB,214,VIE,airports/1613,AMM,airports/2170,Y,0,320 319
AB,214,VIE,airports/1613,ARN,airports/737,Y,0,E90
AB,214,VIE,airports/1613,BCN,airports/1218,Y,0,320 321
AB,214,VIE,airports/1613,CDG,airports/1382,Y,0,320
AB,214,VIE,airports/1613,CFU,airports/1460,,0,320
AB,214,VIE,airports/1613,CHQ,airports/1474,,0,320
AB,214,VIE,airports/1613,CPH,airports/609,Y,0,E90
AB,214,VIE,airports/1613,DUS,airports/345,,0,321 738 E90 320 319
AB,214,VIE,airports/1613,FCO,airports/1555,,0,E90
AB,214,VIE,airports/1613,FLR,airports/1563,Y,0,DH4
AB,214,VIE,airports/1613,FNC,airports/4091,,0,321
AB,214,VIE,airports/1613,FRA,airports/340,Y,0,E90 320
AB,214,VIE,airports/1613,HAJ,airports/352,,0,320 E90
AB,214,VIE,airports/1613,HAM,airports/342,,0,E90 320 321
AB,214,VIE,airports/1613,HEL,airports/421,Y,0,320 319 E90
AB,214,VIE,airports/1613,HER,airports/1452,,0,320 321
AB,214,VIE,airports/1613,JMK,airports/1468,,0,320 321
AB,214,VIE,airports/1613,JTR,airports/1479,,0,321 320 E90
AB,214,VIE,airports/1613,KLX,airports/1456,,0,320 E90
AB,214,VIE,airports/1613,LCA,airports/1197,,0,320
AB,214,VIE,airports/1613,LHR,airports/507,Y,0,320
AB,214,VIE,airports/1613,LPA,airports/1054,,0,320
AB,214,VIE,airports/1613,MAD,airports/1229,,0,320 321
AB,214,VIE,airports/1613,MLA,airports/1606,,0,E90
AB,214,VIE,airports/1613,MUC,airports/346,Y,0,E90
AB,214,VIE,airports/1613,MXP,airports/1524,Y,0,E90
AB,214,VIE,airports/1613,NCE,airports/1354,Y,0,E90
AB,214,VIE,airports/1613,NUE,airports/347,,0,DH4
AB,214,VIE,airports/1613,OLB,airports/1520,,0,320
AB,214,VIE,airports/1613,PMI,airports/3998,,0,321 320
AB,214,VIE,airports/1613,PVK,airports/1470,,0,E90
AB,214,VIE,airports/1613,RHO,airports/1472,,0,320 E90
AB,214,VIE,airports/1613,SKG,airports/1486,,0,E90
AB,214,VIE,airports/1613,SZG,airports/1612,,0,320
AB,214,VIE,airports/1613,TFS,airports/1056,,0,320
AB,214,VIE,airports/1613,TXL,airports/351,,0,321 320 E90
AB,214,VIE,airports/1613,VLC,airports/1246,Y,0,320
AB,214,VIE,airports/1613,VOL,airports/1448,,0,320
AB,214,VIE,airports/1613,ZRH,airports/1678,Y,0,321 E90 320
AB,214,VIE,airports/1613,ZTH,airports/1488,,0,320 E90
AB,214,VLC,airports/1246,PMI,airports/3998,,0,738 320 73G
AB,214,VLC,airports/1246,VIE,airports/1613,Y,0,320
AB,214,VOL,airports/1448,VIE,airports/1613,,0,320
AB,214,VRA,airports/1923,DUS,airports/345,,0,332
AB,214,WAW,airports/679,TXL,airports/351,,0,319 DH4
AB,214,XRY,airports/1226,PMI,airports/3998,,0,320
AB,214,ZRH,airports/1678,ACE,airports/1055,,0,320
AB,214,ZRH,airports/1678,ALC,airports/1212,,0,320 321
AB,214,ZRH,airports/1678,BDS,airports/1506,,0,320
AB,214,ZRH,airports/1678,CTA,airports/1509,,0,320 319
AB,214,ZRH,airports/1678,DUS,airports/345,,0,319 738 320 73G
AB,214,ZRH,airports/1678,FNC,airports/4091,,0,320
AB,214,ZRH,airports/1678,FUE,airports/1051,,0,320
AB,214,ZRH,airports/1678,GWT,airports/410,,0,73G DH4
AB,214,ZRH,airports/1678,HEL,airports/421,,0,319
AB,214,ZRH,airports/1678,HER,airports/1452,,0,320 319
AB,214,ZRH,airports/1678,IBZ,airports/1225,,0,320
AB,214,ZRH,airports/1678,LCY,airports/503,Y,0,E90 E70
AB,214,ZRH,airports/1678,LHR,airports/507,Y,0,320 319 321
AB,214,ZRH,airports/1678,LPA,airports/1054,,0,320
AB,214,ZRH,airports/1678,MAD,airports/1229,Y,0,319
AB,214,ZRH,airports/1678,NAP,airports/1561,,0,320
AB,214,ZRH,airports/1678,OLB,airports/1520,,0,320 738
AB,214,ZRH,airports/1678,PMI,airports/3998,,0,738 320 332 321
AB,214,ZRH,airports/1678,SUF,airports/1508,,0,320
AB,214,ZRH,airports/1678,TFS,airports/1056,,0,320
AB,214,ZRH,airports/1678,TXL,airports/351,,0,319 738 321 320 73G
AB,214,ZRH,airports/1678,VIE,airports/1613,Y,0,321 E90 320
AB,214,ZTH,airports/1488,DUS,airports/345,,0,738
